State,ZipCode,CombinedRate,TaxRegionName,TaxRegionCode
MI,48027,0.06,MICHIGAN STATE,AWMB
MI,48028,0.06,MICHIGAN STATE,AWMB
MI,48030,0.06,MICHIGAN STATE,AWMB
MI,48032,0.06,MICHIGAN STATE,AWMB
MI,48033,0.06,MICHIGAN STATE,AWMB
MI,48034,0.06,MICHIGAN STATE,AWMB
MI,48035,0.06,MICHIGAN STATE,AWMB
MI,48036,0.06,MICHIGAN STATE,AWMB
MI,48037,0.06,MICHIGAN STATE,AWMB
MI,48038,0.06,MICHIGAN STATE,AWMB
MI,48039,0.06,MICHIGAN STATE,AWMB
MI,48040,0.06,MICHIGAN STATE,AWMB
MI,48041,0.06,MICHIGAN STATE,AWMB
MI,48042,0.06,MICHIGAN STATE,AWMB
MI,48043,0.06,MICHIGAN STATE,AWMB
MI,48044,0.06,MICHIGAN STATE,AWMB
MI,48045,0.06,MICHIGAN STATE,AWMB
MI,48046,0.06,MICHIGAN STATE,AWMB
MI,48047,0.06,MICHIGAN STATE,AWMB
MI,48048,0.06,MICHIGAN STATE,AWMB
MI,48049,0.06,MICHIGAN STATE,AWMB
MI,48050,0.06,MICHIGAN STATE,AWMB
MI,48051,0.06,MICHIGAN STATE,AWMB
MI,48054,0.06,MICHIGAN STATE,AWMB
MI,48059,0.06,MICHIGAN STATE,AWMB
MI,48060,0.06,MICHIGAN STATE,AWMB
MI,48061,0.06,MICHIGAN STATE,AWMB
MI,48062,0.06,MICHIGAN STATE,AWMB
MI,48063,0.06,MICHIGAN STATE,AWMB
MI,48064,0.06,MICHIGAN STATE,AWMB
MI,48065,0.06,MICHIGAN STATE,AWMB
MI,48066,0.06,MICHIGAN STATE,AWMB
MI,48067,0.06,MICHIGAN STATE,AWMB
MI,48068,0.06,MICHIGAN STATE,AWMB
MI,48069,0.06,MICHIGAN STATE,AWMB
MI,48070,0.06,MICHIGAN STATE,AWMB
MI,48071,0.06,MICHIGAN STATE,AWMB
MI,48072,0.06,MICHIGAN STATE,AWMB
MI,48073,0.06,MICHIGAN STATE,AWMB
MI,48074,0.06,MICHIGAN STATE,AWMB
MI,48075,0.06,MICHIGAN STATE,AWMB
MI,48076,0.06,MICHIGAN STATE,AWMB
MI,48079,0.06,MICHIGAN STATE,AWMB
MI,48080,0.06,MICHIGAN STATE,AWMB
MI,48081,0.06,MICHIGAN STATE,AWMB
MI,48082,0.06,MICHIGAN STATE,AWMB
MI,48083,0.06,MICHIGAN STATE,AWMB
MI,48084,0.06,MICHIGAN STATE,AWMB
MI,48085,0.06,MICHIGAN STATE,AWMB
MI,48088,0.06,MICHIGAN STATE,AWMB
MI,48089,0.06,MICHIGAN STATE,AWMB
MI,48090,0.06,MICHIGAN STATE,AWMB
MI,48091,0.06,MICHIGAN STATE,AWMB
MI,48092,0.06,MICHIGAN STATE,AWMB
MI,48093,0.06,MICHIGAN STATE,AWMB
MI,48094,0.06,MICHIGAN STATE,AWMB
MI,48095,0.06,MICHIGAN STATE,AWMB
MI,48096,0.06,MICHIGAN STATE,AWMB
MI,48097,0.06,MICHIGAN STATE,AWMB
MI,48098,0.06,MICHIGAN STATE,AWMB
MI,48099,0.06,MICHIGAN STATE,AWMB
MI,48101,0.06,MICHIGAN STATE,AWMB
MI,48103,0.06,MICHIGAN STATE,AWMB
MI,48104,0.06,MICHIGAN STATE,AWMB
MI,48105,0.06,MICHIGAN STATE,AWMB
MI,48106,0.06,MICHIGAN STATE,AWMB
MI,48107,0.06,MICHIGAN STATE,AWMB
MI,48108,0.06,MICHIGAN STATE,AWMB
MI,48109,0.06,MICHIGAN STATE,AWMB
MI,48110,0.06,MICHIGAN STATE,AWMB
MI,48111,0.06,MICHIGAN STATE,AWMB
MI,48113,0.06,MICHIGAN STATE,AWMB
MI,48114,0.06,MICHIGAN STATE,AWMB
MI,48116,0.06,MICHIGAN STATE,AWMB
MI,48117,0.06,MICHIGAN STATE,AWMB
MI,48118,0.06,MICHIGAN STATE,AWMB
MI,48120,0.06,MICHIGAN STATE,AWMB
MI,48121,0.06,MICHIGAN STATE,AWMB
MI,48122,0.06,MICHIGAN STATE,AWMB
MI,48123,0.06,MICHIGAN STATE,AWMB
MI,48124,0.06,MICHIGAN STATE,AWMB
MI,48125,0.06,MICHIGAN STATE,AWMB
MI,48126,0.06,MICHIGAN STATE,AWMB
MI,48127,0.06,MICHIGAN STATE,AWMB
MI,48128,0.06,MICHIGAN STATE,AWMB
MI,48130,0.06,MICHIGAN STATE,AWMB
MI,48131,0.06,MICHIGAN STATE,AWMB
MI,48133,0.06,MICHIGAN STATE,AWMB
MI,48134,0.06,MICHIGAN STATE,AWMB
MI,48135,0.06,MICHIGAN STATE,AWMB
MI,48136,0.06,MICHIGAN STATE,AWMB
MI,48137,0.06,MICHIGAN STATE,AWMB
MI,48138,0.06,MICHIGAN STATE,AWMB
MI,48139,0.06,MICHIGAN STATE,AWMB
MI,48140,0.06,MICHIGAN STATE,AWMB
MI,48141,0.06,MICHIGAN STATE,AWMB
MI,48143,0.06,MICHIGAN STATE,AWMB
MI,48144,0.06,MICHIGAN STATE,AWMB
MI,48145,0.06,MICHIGAN STATE,AWMB
MI,48146,0.06,MICHIGAN STATE,AWMB
MI,48150,0.06,MICHIGAN STATE,AWMB
MI,48151,0.06,MICHIGAN STATE,AWMB
MI,48152,0.06,MICHIGAN STATE,AWMB
MI,48153,0.06,MICHIGAN STATE,AWMB
MI,48154,0.06,MICHIGAN STATE,AWMB
MI,48157,0.06,MICHIGAN STATE,AWMB
MI,48158,0.06,MICHIGAN STATE,AWMB
MI,48159,0.06,MICHIGAN STATE,AWMB
MI,48160,0.06,MICHIGAN STATE,AWMB
MI,48161,0.06,MICHIGAN STATE,AWMB
MI,48162,0.06,MICHIGAN STATE,AWMB
MI,48164,0.06,MICHIGAN STATE,AWMB
MI,48165,0.06,MICHIGAN STATE,AWMB
MI,48166,0.06,MICHIGAN STATE,AWMB
MI,48167,0.06,MICHIGAN STATE,AWMB
MI,48168,0.06,MICHIGAN STATE,AWMB
MI,48169,0.06,MICHIGAN STATE,AWMB
MI,48170,0.06,MICHIGAN STATE,AWMB
MI,48173,0.06,MICHIGAN STATE,AWMB
MI,48174,0.06,MICHIGAN STATE,AWMB
MI,48175,0.06,MICHIGAN STATE,AWMB
MI,48176,0.06,MICHIGAN STATE,AWMB
MI,48177,0.06,MICHIGAN STATE,AWMB
MI,48178,0.06,MICHIGAN STATE,AWMB
MI,48179,0.06,MICHIGAN STATE,AWMB
MI,48180,0.06,MICHIGAN STATE,AWMB
MI,48182,0.06,MICHIGAN STATE,AWMB
MI,48183,0.06,MICHIGAN STATE,AWMB
MI,48184,0.06,MICHIGAN STATE,AWMB
MI,48185,0.06,MICHIGAN STATE,AWMB
MI,48186,0.06,MICHIGAN STATE,AWMB
MI,48187,0.06,MICHIGAN STATE,AWMB
MI,48188,0.06,MICHIGAN STATE,AWMB
MI,48189,0.06,MICHIGAN STATE,AWMB
MI,48190,0.06,MICHIGAN STATE,AWMB
MI,48191,0.06,MICHIGAN STATE,AWMB
MI,48192,0.06,MICHIGAN STATE,AWMB
MI,48193,0.06,MICHIGAN STATE,AWMB
MI,48195,0.06,MICHIGAN STATE,AWMB
MI,48197,0.06,MICHIGAN STATE,AWMB
MI,48198,0.06,MICHIGAN STATE,AWMB
MI,48201,0.06,MICHIGAN STATE,AWMB
MI,48202,0.06,MICHIGAN STATE,AWMB
MI,48203,0.06,MICHIGAN STATE,AWMB
MI,48204,0.06,MICHIGAN STATE,AWMB
MI,48205,0.06,MICHIGAN STATE,AWMB
MI,48206,0.06,MICHIGAN STATE,AWMB
MI,48207,0.06,MICHIGAN STATE,AWMB
MI,48208,0.06,MICHIGAN STATE,AWMB
MI,48209,0.06,MICHIGAN STATE,AWMB
MI,48210,0.06,MICHIGAN STATE,AWMB
MI,48211,0.06,MICHIGAN STATE,AWMB
MI,48212,0.06,MICHIGAN STATE,AWMB
MI,48213,0.06,MICHIGAN STATE,AWMB
MI,48214,0.06,MICHIGAN STATE,AWMB
MI,48215,0.06,MICHIGAN STATE,AWMB
MI,48216,0.06,MICHIGAN STATE,AWMB
MI,48217,0.06,MICHIGAN STATE,AWMB
MI,48218,0.06,MICHIGAN STATE,AWMB
MI,48219,0.06,MICHIGAN STATE,AWMB
MI,48220,0.06,MICHIGAN STATE,AWMB
MI,48221,0.06,MICHIGAN STATE,AWMB
MI,48222,0.06,MICHIGAN STATE,AWMB
MI,48223,0.06,MICHIGAN STATE,AWMB
MI,48224,0.06,MICHIGAN STATE,AWMB
MI,48225,0.06,MICHIGAN STATE,AWMB
MI,48226,0.06,MICHIGAN STATE,AWMB
MI,48227,0.06,MICHIGAN STATE,AWMB
MI,48228,0.06,MICHIGAN STATE,AWMB
MI,48229,0.06,MICHIGAN STATE,AWMB
MI,48230,0.06,MICHIGAN STATE,AWMB
MI,48231,0.06,MICHIGAN STATE,AWMB
MI,48232,0.06,MICHIGAN STATE,AWMB
MI,48233,0.06,MICHIGAN STATE,AWMB
MI,48234,0.06,MICHIGAN STATE,AWMB
MI,48235,0.06,MICHIGAN STATE,AWMB
MI,48236,0.06,MICHIGAN STATE,AWMB
MI,48237,0.06,MICHIGAN STATE,AWMB
MI,48238,0.06,MICHIGAN STATE,AWMB
MI,48239,0.06,MICHIGAN STATE,AWMB
MI,48240,0.06,MICHIGAN STATE,AWMB
MI,48242,0.06,MICHIGAN STATE,AWMB
MI,48243,0.06,MICHIGAN STATE,AWMB
MI,48244,0.06,MICHIGAN STATE,AWMB
MI,48288,0.06,MICHIGAN STATE,AWMB
MI,48301,0.06,MICHIGAN STATE,AWMB
MI,48302,0.06,MICHIGAN STATE,AWMB
MI,48303,0.06,MICHIGAN STATE,AWMB
MI,48304,0.06,MICHIGAN STATE,AWMB
MI,48306,0.06,MICHIGAN STATE,AWMB
MI,48307,0.06,MICHIGAN STATE,AWMB
MI,48308,0.06,MICHIGAN STATE,AWMB
MI,48309,0.06,MICHIGAN STATE,AWMB
MI,48310,0.06,MICHIGAN STATE,AWMB
MI,48311,0.06,MICHIGAN STATE,AWMB
MI,48312,0.06,MICHIGAN STATE,AWMB
MI,48313,0.06,MICHIGAN STATE,AWMB
MI,48314,0.06,MICHIGAN STATE,AWMB
MI,48315,0.06,MICHIGAN STATE,AWMB
MI,48316,0.06,MICHIGAN STATE,AWMB
MI,48317,0.06,MICHIGAN STATE,AWMB
MI,48318,0.06,MICHIGAN STATE,AWMB
MI,48320,0.06,MICHIGAN STATE,AWMB
MI,48321,0.06,MICHIGAN STATE,AWMB
MI,48322,0.06,MICHIGAN STATE,AWMB
MI,48323,0.06,MICHIGAN STATE,AWMB
MI,48324,0.06,MICHIGAN STATE,AWMB
MI,48325,0.06,MICHIGAN STATE,AWMB
MI,48326,0.06,MICHIGAN STATE,AWMB
MI,48327,0.06,MICHIGAN STATE,AWMB
MI,48328,0.06,MICHIGAN STATE,AWMB
MI,48329,0.06,MICHIGAN STATE,AWMB
MI,48330,0.06,MICHIGAN STATE,AWMB
MI,48331,0.06,MICHIGAN STATE,AWMB
MI,48332,0.06,MICHIGAN STATE,AWMB
MI,48333,0.06,MICHIGAN STATE,AWMB
MI,48334,0.06,MICHIGAN STATE,AWMB
MI,48335,0.06,MICHIGAN STATE,AWMB
MI,48336,0.06,MICHIGAN STATE,AWMB
MI,48340,0.06,MICHIGAN STATE,AWMB
MI,48341,0.06,MICHIGAN STATE,AWMB
MI,48342,0.06,MICHIGAN STATE,AWMB
MI,48343,0.06,MICHIGAN STATE,AWMB
MI,48346,0.06,MICHIGAN STATE,AWMB
MI,48347,0.06,MICHIGAN STATE,AWMB
MI,48348,0.06,MICHIGAN STATE,AWMB
MI,48350,0.06,MICHIGAN STATE,AWMB
MI,48353,0.06,MICHIGAN STATE,AWMB
MI,48356,0.06,MICHIGAN STATE,AWMB
MI,48357,0.06,MICHIGAN STATE,AWMB
MI,48359,0.06,MICHIGAN STATE,AWMB
MI,48360,0.06,MICHIGAN STATE,AWMB
MI,48361,0.06,MICHIGAN STATE,AWMB
MI,48362,0.06,MICHIGAN STATE,AWMB
MI,48363,0.06,MICHIGAN STATE,AWMB
MI,48366,0.06,MICHIGAN STATE,AWMB
MI,48367,0.06,MICHIGAN STATE,AWMB
MI,48370,0.06,MICHIGAN STATE,AWMB
MI,48371,0.06,MICHIGAN STATE,AWMB
MI,48374,0.06,MICHIGAN STATE,AWMB
MI,48375,0.06,MICHIGAN STATE,AWMB
MI,48376,0.06,MICHIGAN STATE,AWMB
MI,48377,0.06,MICHIGAN STATE,AWMB
MI,48380,0.06,MICHIGAN STATE,AWMB
MI,48381,0.06,MICHIGAN STATE,AWMB
MI,48382,0.06,MICHIGAN STATE,AWMB
MI,48383,0.06,MICHIGAN STATE,AWMB
MI,48386,0.06,MICHIGAN STATE,AWMB
MI,48387,0.06,MICHIGAN STATE,AWMB
MI,48390,0.06,MICHIGAN STATE,AWMB
MI,48393,0.06,MICHIGAN STATE,AWMB
MI,48397,0.06,MICHIGAN STATE,AWMB
MI,48401,0.06,MICHIGAN STATE,AWMB
MI,48410,0.06,MICHIGAN STATE,AWMB
MI,48411,0.06,MICHIGAN STATE,AWMB
MI,48412,0.06,MICHIGAN STATE,AWMB
MI,48413,0.06,MICHIGAN STATE,AWMB
MI,48414,0.06,MICHIGAN STATE,AWMB
MI,48415,0.06,MICHIGAN STATE,AWMB
MI,48416,0.06,MICHIGAN STATE,AWMB
MI,48417,0.06,MICHIGAN STATE,AWMB
MI,48418,0.06,MICHIGAN STATE,AWMB
MI,48419,0.06,MICHIGAN STATE,AWMB
MI,48420,0.06,MICHIGAN STATE,AWMB
MI,48421,0.06,MICHIGAN STATE,AWMB
MI,48422,0.06,MICHIGAN STATE,AWMB
MI,48423,0.06,MICHIGAN STATE,AWMB
MI,48426,0.06,MICHIGAN STATE,AWMB
MI,48427,0.06,MICHIGAN STATE,AWMB
MI,48428,0.06,MICHIGAN STATE,AWMB
MI,48429,0.06,MICHIGAN STATE,AWMB
MI,48430,0.06,MICHIGAN STATE,AWMB
MI,48432,0.06,MICHIGAN STATE,AWMB
MI,48433,0.06,MICHIGAN STATE,AWMB
MI,48434,0.06,MICHIGAN STATE,AWMB
MI,48435,0.06,MICHIGAN STATE,AWMB
MI,48436,0.06,MICHIGAN STATE,AWMB
MI,48437,0.06,MICHIGAN STATE,AWMB
MI,48438,0.06,MICHIGAN STATE,AWMB
MI,48439,0.06,MICHIGAN STATE,AWMB
MI,48440,0.06,MICHIGAN STATE,AWMB
MI,48441,0.06,MICHIGAN STATE,AWMB
MI,48442,0.06,MICHIGAN STATE,AWMB
MI,48444,0.06,MICHIGAN STATE,AWMB
MI,48445,0.06,MICHIGAN STATE,AWMB
MI,48446,0.06,MICHIGAN STATE,AWMB
MI,48449,0.06,MICHIGAN STATE,AWMB
MI,48450,0.06,MICHIGAN STATE,AWMB
MI,48451,0.06,MICHIGAN STATE,AWMB
MI,48453,0.06,MICHIGAN STATE,AWMB
MI,48454,0.06,MICHIGAN STATE,AWMB
MI,48455,0.06,MICHIGAN STATE,AWMB
MI,48456,0.06,MICHIGAN STATE,AWMB
MI,48457,0.06,MICHIGAN STATE,AWMB
MI,48458,0.06,MICHIGAN STATE,AWMB
MI,48460,0.06,MICHIGAN STATE,AWMB
MI,48461,0.06,MICHIGAN STATE,AWMB
MI,48462,0.06,MICHIGAN STATE,AWMB
MI,48463,0.06,MICHIGAN STATE,AWMB
MI,48464,0.06,MICHIGAN STATE,AWMB
MI,48465,0.06,MICHIGAN STATE,AWMB
MI,48466,0.06,MICHIGAN STATE,AWMB
MI,48467,0.06,MICHIGAN STATE,AWMB
MI,48468,0.06,MICHIGAN STATE,AWMB
MI,48469,0.06,MICHIGAN STATE,AWMB
MI,48470,0.06,MICHIGAN STATE,AWMB
MI,48471,0.06,MICHIGAN STATE,AWMB
MI,48472,0.06,MICHIGAN STATE,AWMB
MI,48473,0.06,MICHIGAN STATE,AWMB
MI,48475,0.06,MICHIGAN STATE,AWMB
MI,48476,0.06,MICHIGAN STATE,AWMB
MI,48480,0.06,MICHIGAN STATE,AWMB
MI,48501,0.06,MICHIGAN STATE,AWMB
MI,48502,0.06,MICHIGAN STATE,AWMB
MI,48503,0.06,MICHIGAN STATE,AWMB
MI,48504,0.06,MICHIGAN STATE,AWMB
MI,48505,0.06,MICHIGAN STATE,AWMB
MI,48506,0.06,MICHIGAN STATE,AWMB
MI,48507,0.06,MICHIGAN STATE,AWMB
MI,48509,0.06,MICHIGAN STATE,AWMB
MI,48519,0.06,MICHIGAN STATE,AWMB
MI,48529,0.06,MICHIGAN STATE,AWMB
MI,48531,0.06,MICHIGAN STATE,AWMB
MI,48532,0.06,MICHIGAN STATE,AWMB
MI,48550,0.06,MICHIGAN STATE,AWMB
MI,48551,0.06,MICHIGAN STATE,AWMB
MI,48552,0.06,MICHIGAN STATE,AWMB
MI,48553,0.06,MICHIGAN STATE,AWMB
MI,48554,0.06,MICHIGAN STATE,AWMB
MI,48555,0.06,MICHIGAN STATE,AWMB
MI,48556,0.06,MICHIGAN STATE,AWMB
MI,48557,0.06,MICHIGAN STATE,AWMB
MI,48601,0.06,MICHIGAN STATE,AWMB
MI,48602,0.06,MICHIGAN STATE,AWMB
MI,48603,0.06,MICHIGAN STATE,AWMB
MI,48604,0.06,MICHIGAN STATE,AWMB
MI,48605,0.06,MICHIGAN STATE,AWMB
MI,48606,0.06,MICHIGAN STATE,AWMB
MI,48607,0.06,MICHIGAN STATE,AWMB
MI,48608,0.06,MICHIGAN STATE,AWMB
MI,48609,0.06,MICHIGAN STATE,AWMB
MI,48610,0.06,MICHIGAN STATE,AWMB
MI,48611,0.06,MICHIGAN STATE,AWMB
MI,48612,0.06,MICHIGAN STATE,AWMB
MI,48613,0.06,MICHIGAN STATE,AWMB
MI,48614,0.06,MICHIGAN STATE,AWMB
MI,48615,0.06,MICHIGAN STATE,AWMB
MI,48616,0.06,MICHIGAN STATE,AWMB
MI,48617,0.06,MICHIGAN STATE,AWMB
MI,48618,0.06,MICHIGAN STATE,AWMB
MI,48619,0.06,MICHIGAN STATE,AWMB
MI,48620,0.06,MICHIGAN STATE,AWMB
MI,48621,0.06,MICHIGAN STATE,AWMB
MI,48622,0.06,MICHIGAN STATE,AWMB
MI,48623,0.06,MICHIGAN STATE,AWMB
MI,48624,0.06,MICHIGAN STATE,AWMB
MI,48625,0.06,MICHIGAN STATE,AWMB
MI,48626,0.06,MICHIGAN STATE,AWMB
MI,48627,0.06,MICHIGAN STATE,AWMB
MI,48628,0.06,MICHIGAN STATE,AWMB
MI,48629,0.06,MICHIGAN STATE,AWMB
MI,48630,0.06,MICHIGAN STATE,AWMB
MI,48631,0.06,MICHIGAN STATE,AWMB
MI,48632,0.06,MICHIGAN STATE,AWMB
MI,48634,0.06,MICHIGAN STATE,AWMB
MI,48635,0.06,MICHIGAN STATE,AWMB
MI,48636,0.06,MICHIGAN STATE,AWMB
MI,48637,0.06,MICHIGAN STATE,AWMB
MI,48638,0.06,MICHIGAN STATE,AWMB
MI,48640,0.06,MICHIGAN STATE,AWMB
MI,48641,0.06,MICHIGAN STATE,AWMB
MI,48642,0.06,MICHIGAN STATE,AWMB
MI,48647,0.06,MICHIGAN STATE,AWMB
MI,48649,0.06,MICHIGAN STATE,AWMB
MI,48650,0.06,MICHIGAN STATE,AWMB
MI,48651,0.06,MICHIGAN STATE,AWMB
MI,48652,0.06,MICHIGAN STATE,AWMB
MI,48653,0.06,MICHIGAN STATE,AWMB
MI,48654,0.06,MICHIGAN STATE,AWMB
MI,48655,0.06,MICHIGAN STATE,AWMB
MI,48656,0.06,MICHIGAN STATE,AWMB
MI,48657,0.06,MICHIGAN STATE,AWMB
MI,48658,0.06,MICHIGAN STATE,AWMB
MI,48659,0.06,MICHIGAN STATE,AWMB
MI,48661,0.06,MICHIGAN STATE,AWMB
MI,48662,0.06,MICHIGAN STATE,AWMB
MI,48663,0.06,MICHIGAN STATE,AWMB
MI,48667,0.06,MICHIGAN STATE,AWMB
MI,48670,0.06,MICHIGAN STATE,AWMB
MI,48674,0.06,MICHIGAN STATE,AWMB
MI,48701,0.06,MICHIGAN STATE,AWMB
MI,48703,0.06,MICHIGAN STATE,AWMB
MI,48705,0.06,MICHIGAN STATE,AWMB
MI,48706,0.06,MICHIGAN STATE,AWMB
MI,48707,0.06,MICHIGAN STATE,AWMB
MI,48708,0.06,MICHIGAN STATE,AWMB
MI,48720,0.06,MICHIGAN STATE,AWMB
MI,48721,0.06,MICHIGAN STATE,AWMB
MI,48722,0.06,MICHIGAN STATE,AWMB
MI,48723,0.06,MICHIGAN STATE,AWMB
MI,48724,0.06,MICHIGAN STATE,AWMB
MI,48725,0.06,MICHIGAN STATE,AWMB
MI,48726,0.06,MICHIGAN STATE,AWMB
MI,48727,0.06,MICHIGAN STATE,AWMB
MI,48728,0.06,MICHIGAN STATE,AWMB
MI,48729,0.06,MICHIGAN STATE,AWMB
MI,48730,0.06,MICHIGAN STATE,AWMB
MI,48731,0.06,MICHIGAN STATE,AWMB
MI,48732,0.06,MICHIGAN STATE,AWMB
MI,48733,0.06,MICHIGAN STATE,AWMB
MI,48734,0.06,MICHIGAN STATE,AWMB
MI,48735,0.06,MICHIGAN STATE,AWMB
MI,48737,0.06,MICHIGAN STATE,AWMB
MI,48738,0.06,MICHIGAN STATE,AWMB
MI,48739,0.06,MICHIGAN STATE,AWMB
MI,48740,0.06,MICHIGAN STATE,AWMB
MI,48741,0.06,MICHIGAN STATE,AWMB
MI,48742,0.06,MICHIGAN STATE,AWMB
MI,48743,0.06,MICHIGAN STATE,AWMB
MI,48744,0.06,MICHIGAN STATE,AWMB
MI,48745,0.06,MICHIGAN STATE,AWMB
MI,48746,0.06,MICHIGAN STATE,AWMB
MI,48747,0.06,MICHIGAN STATE,AWMB
MI,48748,0.06,MICHIGAN STATE,AWMB
MI,48749,0.06,MICHIGAN STATE,AWMB
MI,48750,0.06,MICHIGAN STATE,AWMB
MI,48754,0.06,MICHIGAN STATE,AWMB
MI,48755,0.06,MICHIGAN STATE,AWMB
MI,48756,0.06,MICHIGAN STATE,AWMB
MI,48757,0.06,MICHIGAN STATE,AWMB
MI,48758,0.06,MICHIGAN STATE,AWMB
MI,48759,0.06,MICHIGAN STATE,AWMB
MI,48760,0.06,MICHIGAN STATE,AWMB
MI,48761,0.06,MICHIGAN STATE,AWMB
MI,48762,0.06,MICHIGAN STATE,AWMB
MI,48763,0.06,MICHIGAN STATE,AWMB
MI,48765,0.06,MICHIGAN STATE,AWMB
MI,48766,0.06,MICHIGAN STATE,AWMB
MI,48767,0.06,MICHIGAN STATE,AWMB
MI,48768,0.06,MICHIGAN STATE,AWMB
MI,48770,0.06,MICHIGAN STATE,AWMB
MI,48787,0.06,MICHIGAN STATE,AWMB
MI,48801,0.06,MICHIGAN STATE,AWMB
MI,48804,0.06,MICHIGAN STATE,AWMB
MI,48805,0.06,MICHIGAN STATE,AWMB
MI,48806,0.06,MICHIGAN STATE,AWMB
MI,48807,0.06,MICHIGAN STATE,AWMB
MI,48808,0.06,MICHIGAN STATE,AWMB
MI,48809,0.06,MICHIGAN STATE,AWMB
MI,48811,0.06,MICHIGAN STATE,AWMB
MI,48812,0.06,MICHIGAN STATE,AWMB
MI,48813,0.06,MICHIGAN STATE,AWMB
MI,48815,0.06,MICHIGAN STATE,AWMB
MI,48816,0.06,MICHIGAN STATE,AWMB
MI,48817,0.06,MICHIGAN STATE,AWMB
MI,48818,0.06,MICHIGAN STATE,AWMB
MI,48819,0.06,MICHIGAN STATE,AWMB
MI,48820,0.06,MICHIGAN STATE,AWMB
MI,48821,0.06,MICHIGAN STATE,AWMB
MI,48822,0.06,MICHIGAN STATE,AWMB
MI,48823,0.06,MICHIGAN STATE,AWMB
MI,48824,0.06,MICHIGAN STATE,AWMB
MI,48825,0.06,MICHIGAN STATE,AWMB
MI,48826,0.06,MICHIGAN STATE,AWMB
MI,48827,0.06,MICHIGAN STATE,AWMB
MI,48829,0.06,MICHIGAN STATE,AWMB
MI,48831,0.06,MICHIGAN STATE,AWMB
MI,48832,0.06,MICHIGAN STATE,AWMB
MI,48833,0.06,MICHIGAN STATE,AWMB
MI,48834,0.06,MICHIGAN STATE,AWMB
MI,48835,0.06,MICHIGAN STATE,AWMB
MI,48836,0.06,MICHIGAN STATE,AWMB
MI,48837,0.06,MICHIGAN STATE,AWMB
MI,48838,0.06,MICHIGAN STATE,AWMB
MI,48840,0.06,MICHIGAN STATE,AWMB
MI,48841,0.06,MICHIGAN STATE,AWMB
MI,48842,0.06,MICHIGAN STATE,AWMB
MI,48843,0.06,MICHIGAN STATE,AWMB
MI,48844,0.06,MICHIGAN STATE,AWMB
MI,48845,0.06,MICHIGAN STATE,AWMB
MI,48846,0.06,MICHIGAN STATE,AWMB
MI,48847,0.06,MICHIGAN STATE,AWMB
MI,48848,0.06,MICHIGAN STATE,AWMB
MI,48849,0.06,MICHIGAN STATE,AWMB
MI,48850,0.06,MICHIGAN STATE,AWMB
MI,48851,0.06,MICHIGAN STATE,AWMB
MI,48852,0.06,MICHIGAN STATE,AWMB
MI,48853,0.06,MICHIGAN STATE,AWMB
MI,48854,0.06,MICHIGAN STATE,AWMB
MI,48855,0.06,MICHIGAN STATE,AWMB
MI,48856,0.06,MICHIGAN STATE,AWMB
MI,48857,0.06,MICHIGAN STATE,AWMB
MI,48858,0.06,MICHIGAN STATE,AWMB
MI,48859,0.06,MICHIGAN STATE,AWMB
MI,48860,0.06,MICHIGAN STATE,AWMB
MI,48861,0.06,MICHIGAN STATE,AWMB
MI,48862,0.06,MICHIGAN STATE,AWMB
MI,48864,0.06,MICHIGAN STATE,AWMB
MI,48865,0.06,MICHIGAN STATE,AWMB
MI,48866,0.06,MICHIGAN STATE,AWMB
MI,48867,0.06,MICHIGAN STATE,AWMB
MI,48870,0.06,MICHIGAN STATE,AWMB
MI,48871,0.06,MICHIGAN STATE,AWMB
MI,48872,0.06,MICHIGAN STATE,AWMB
MI,48873,0.06,MICHIGAN STATE,AWMB
MI,48874,0.06,MICHIGAN STATE,AWMB
MI,48875,0.06,MICHIGAN STATE,AWMB
MI,48876,0.06,MICHIGAN STATE,AWMB
MI,48877,0.06,MICHIGAN STATE,AWMB
MI,48878,0.06,MICHIGAN STATE,AWMB
MI,48879,0.06,MICHIGAN STATE,AWMB
MI,48880,0.06,MICHIGAN STATE,AWMB
MI,48881,0.06,MICHIGAN STATE,AWMB
MI,48882,0.06,MICHIGAN STATE,AWMB
MI,48883,0.06,MICHIGAN STATE,AWMB
MI,48884,0.06,MICHIGAN STATE,AWMB
MI,48885,0.06,MICHIGAN STATE,AWMB
MI,48886,0.06,MICHIGAN STATE,AWMB
MI,48887,0.06,MICHIGAN STATE,AWMB
MI,48888,0.06,MICHIGAN STATE,AWMB
MI,48889,0.06,MICHIGAN STATE,AWMB
MI,48890,0.06,MICHIGAN STATE,AWMB
MI,48891,0.06,MICHIGAN STATE,AWMB
MI,48892,0.06,MICHIGAN STATE,AWMB
MI,48893,0.06,MICHIGAN STATE,AWMB
MI,48894,0.06,MICHIGAN STATE,AWMB
MI,48895,0.06,MICHIGAN STATE,AWMB
MI,48896,0.06,MICHIGAN STATE,AWMB
MI,48897,0.06,MICHIGAN STATE,AWMB
MI,48901,0.06,MICHIGAN STATE,AWMB
MI,48906,0.06,MICHIGAN STATE,AWMB
MI,48908,0.06,MICHIGAN STATE,AWMB
MI,48909,0.06,MICHIGAN STATE,AWMB
MI,48910,0.06,MICHIGAN STATE,AWMB
MI,48911,0.06,MICHIGAN STATE,AWMB
MI,48912,0.06,MICHIGAN STATE,AWMB
MI,48913,0.06,MICHIGAN STATE,AWMB
